payment_id,order_id,payment_date,payment_method,payment_amount
515180,115846,2025-11-23,ACH,52.61
515181,115847,2025-02-28,Card,188.99
515182,115848,2024-02-29,Card,68.8
515183,115849,2025-09-14,Card,70.95
515184,115851,2024-06-01,Insurance,56.55
515185,115852,2024-07-29,Card,354.42
515186,115853,2024-05-31,Insurance,63.21
515187,115854,2025-06-19,Card,186.62
515188,115855,2024-12-03,Card,49.93
515189,115856,2024-06-11,ACH,17.8
515190,115856,2024-06-14,Card,26.31
515191,115857,2024-01-06,ACH,109.43
515192,115858,2024-06-07,Card,114.08
515193,115859,2025-05-27,Card,69.62
515194,115860,2025-08-06,ACH,61.19
515195,115861,2024-08-05,ACH,41.63
515196,115862,2024-02-29,ACH,112.54
515197,115863,2025-02-12,Card,119.55
515198,115863,2025-02-12,Insurance,137.53
515199,115864,2025-07-30,Insurance,186.22
515200,115865,2024-02-24,Card,30.98
515201,115867,2024-05-04,ACH,70.29
515202,115868,2024-07-23,Card,70.27
515203,115869,2025-04-06,ACH,157.31
515204,115870,2024-02-24,Card,99.16
515205,115871,2024-08-13,ACH,58.42
515206,115871,2024-08-15,ACH,41.06
515207,115873,2024-06-07,Card,59.89
515208,115874,2025-07-24,Card,51.55
515209,115877,2024-06-07,ACH,75.22
515210,115878,2024-03-05,Card,78.7
515211,115878,2024-03-06,Card,92.77
515212,115879,2025-04-02,Card,55.96
515213,115880,2025-12-17,Insurance,102.35
515214,115881,2024-05-03,Card,135.47
515215,115884,2024-02-24,Card,104.42
515216,115885,2025-05-19,Card,93.74
515217,115887,2025-01-15,Card,38.07
515218,115888,2025-01-10,Card,84.99
515219,115888,2025-01-11,ACH,72.55
515220,115889,2025-03-30,Card,28.49
515221,115889,2025-03-12,Insurance,20.53
515222,115890,2024-04-09,Card,207.83
515223,115891,2024-07-04,ACH,66.78
515224,115892,2025-06-26,Card,38.68
515225,115893,2025-11-18,Card,83.88
515226,115894,2024-01-12,ACH,19.47
515227,115894,2024-01-09,Insurance,16.16
515228,115895,2024-10-30,ACH,46.85
515229,115896,2025-10-09,ACH,98.44
515230,115897,2024-07-29,ACH,39.09
515231,115898,2024-11-27,Insurance,40.1
515232,115899,2025-10-23,Card,87.87
515233,115900,2025-12-11,Card,114.05
515234,115901,2025-04-30,ACH,141.02
515235,115902,2025-05-23,ACH,95.96
515236,115904,2024-07-30,ACH,124.53
515237,115905,2025-10-16,Card,134.59
515238,115906,2024-01-28,Card,88.23
515239,115907,2024-02-17,Card,110.16
515240,115908,2025-03-18,Insurance,25.32
515241,115910,2025-08-19,Card,225.5
515242,115911,2025-05-11,Card,70.67
515243,115912,2024-10-03,Card,141.27
515244,115913,2024-09-22,Card,68.57
515245,115914,2024-11-12,ACH,62.36
515246,115915,2024-07-06,Card,117.31
515247,115917,2024-04-01,ACH,66.83
515248,115918,2024-08-28,ACH,47.47
515249,115919,2025-11-23,Card,71.13
515250,115920,2025-06-02,Insurance,51.73
515251,115921,2024-04-15,ACH,73.28
515252,115922,2024-07-29,Card,96.71
515253,115923,2024-07-09,Insurance,90.85
515254,115924,2024-07-28,ACH,44.59
515255,115924,2024-07-26,ACH,43.33
515256,115925,2025-05-26,ACH,308.29
515257,115926,2025-10-30,Card,134.38
515258,115927,2025-06-09,ACH,40.99
515259,115928,2024-12-29,ACH,106.15
515260,115929,2024-05-01,ACH,70.61
515261,115930,2024-04-15,ACH,541.36
515262,115932,2025-05-13,Card,268.52
515263,115933,2025-01-12,Card,45.37
515264,115933,2025-01-12,ACH,31.22
515265,115934,2025-03-02,ACH,63.51
515266,115935,2025-09-15,Card,61.67
515267,115936,2025-08-17,Card,145.64
515268,115937,2024-03-07,Card,69.56
515269,115938,2024-11-02,Card,61.86
515270,115939,2024-02-06,ACH,79.0
515271,115940,2024-10-23,ACH,72.64
515272,115941,2025-04-16,ACH,118.62
515273,115943,2024-04-24,Insurance,12.39
515274,115943,2024-04-24,Insurance,13.58
515275,115944,2024-12-24,ACH,209.05
515276,115945,2025-01-19,Card,83.38
515277,115945,2025-01-22,Card,69.27
515278,115946,2025-06-10,ACH,54.0
515279,115948,2024-07-01,Card,68.73
515280,115949,2025-07-24,ACH,46.44
515281,115949,2025-07-27,Insurance,35.75
515282,115950,2025-05-19,ACH,369.32
515283,115951,2025-10-24,Card,269.45
515284,115952,2025-08-23,Card,70.32
515285,115954,2025-01-22,ACH,142.83
515286,115955,2025-12-03,Card,82.09
515287,115956,2024-11-06,Card,76.19
515288,115957,2025-10-23,ACH,85.28
515289,115958,2024-10-13,Card,245.69
515290,115959,2024-11-26,ACH,118.43
515291,115960,2025-05-16,ACH,140.86
515292,115961,2024-10-31,ACH,105.95
515293,115962,2024-04-20,ACH,114.23
515294,115963,2025-10-20,Card,153.67
515295,115964,2024-11-27,Insurance,30.77
515296,115964,2024-11-29,Insurance,38.75
515297,115967,2025-12-13,Card,51.43
515298,115968,2025-03-18,Insurance,127.31
515299,115969,2025-07-20,Card,272.99
515300,115970,2025-07-12,ACH,72.75
515301,115971,2024-05-30,Card,66.61
515302,115971,2024-05-28,Insurance,49.17
515303,115972,2025-08-24,Card,82.72
515304,115973,2025-11-24,Card,109.68
515305,115974,2025-04-28,Card,110.09
515306,115974,2025-05-02,Card,75.04
515307,115975,2025-11-24,Card,45.86
515308,115976,2025-09-15,ACH,118.04
515309,115977,2025-05-03,ACH,59.3
515310,115979,2025-09-20,Card,54.76
515311,115982,2025-08-23,Card,97.36
515312,115983,2025-11-23,ACH,25.46
515313,115983,2025-11-24,Insurance,35.58
515314,115984,2024-07-18,Card,127.33
515315,115985,2024-03-10,ACH,91.05
515316,115986,2024-08-31,Card,168.87
515317,115987,2025-10-05,Card,108.97
515318,115988,2025-01-19,Card,234.99
515319,115989,2024-02-10,ACH,75.08
515320,115991,2024-09-10,Card,89.79
515321,115992,2024-09-08,Card,73.34
515322,115993,2024-04-14,ACH,24.32
515323,115993,2024-04-11,Card,20.05
515324,115994,2024-12-29,Card,48.08
515325,115994,2024-12-27,Insurance,34.3
515326,115995,2024-12-17,Card,120.61
515327,115996,2024-05-30,ACH,89.62
515328,115996,2024-05-31,Card,81.96
515329,115997,2024-06-23,Insurance,81.6
515330,115998,2025-04-30,Card,160.83
515331,115999,2025-11-28,Card,61.29
515332,116000,2025-12-30,Insurance,28.47
515333,116001,2025-02-14,ACH,30.95
515334,116003,2025-10-22,Card,37.88
515335,116004,2025-11-30,Insurance,31.34
515336,116006,2024-10-20,Card,76.99
515337,116007,2024-01-21,Insurance,123.78
515338,116008,2025-08-08,Card,36.37
515339,116009,2025-07-23,ACH,136.6
515340,116010,2024-01-17,Card,94.09
515341,116011,2025-05-31,ACH,31.53
515342,116012,2024-11-01,Card,95.45
515343,116013,2025-02-06,Card,58.55
515344,116014,2024-06-14,Insurance,41.53
515345,116015,2025-08-19,ACH,49.67
515346,116016,2024-10-27,Card,92.76
515347,116017,2025-09-06,Card,44.94
515348,116017,2025-09-12,Card,37.61
515349,116018,2024-04-18,Card,53.58
515350,116019,2025-03-08,Insurance,31.84
515351,116019,2025-03-09,ACH,25.45
515352,116021,2025-12-16,Card,99.4
515353,116022,2025-02-15,Card,40.68
515354,116023,2025-06-12,Card,59.58
515355,116024,2024-03-08,ACH,37.61
515356,116025,2025-05-12,Card,164.08
515357,116026,2024-03-14,ACH,115.85
515358,116027,2024-09-25,ACH,180.05
515359,116028,2024-06-12,Card,38.43
515360,116028,2024-06-13,ACH,26.57
515361,116029,2024-01-04,ACH,171.55
515362,116030,2025-03-10,Card,53.45
515363,116031,2024-06-30,Card,60.41
515364,116032,2025-01-12,Card,59.36
515365,116033,2025-07-17,Insurance,126.06
515366,116034,2024-05-10,Insurance,202.07
515367,116035,2025-06-05,Card,72.71
515368,116037,2024-09-02,Card,43.53
515369,116038,2025-02-27,ACH,281.83
515370,116039,2025-04-06,Card,141.05
515371,116040,2025-04-24,Card,30.76
515372,116040,2025-04-29,ACH,32.85
515373,116041,2024-05-24,Card,71.8
515374,116041,2024-05-23,Insurance,76.51
515375,116042,2025-03-05,Card,90.94
515376,116043,2024-07-16,Card,153.6
515377,116043,2024-07-13,Card,164.22
515378,116046,2024-03-15,Insurance,90.34
515379,116047,2024-10-31,ACH,77.12
515380,116048,2024-11-19,Card,76.88
515381,116049,2024-06-30,Card,53.37
515382,116050,2025-08-01,Card,73.69
515383,116051,2024-12-24,Card,89.73
515384,116053,2024-10-12,ACH,64.1
515385,116054,2025-10-21,Card,48.27
515386,116056,2024-09-06,Card,136.59
515387,116057,2025-12-17,ACH,71.97
515388,116058,2025-10-05,ACH,68.11
515389,116059,2025-03-25,Card,53.95
515390,116060,2024-01-18,Card,54.1
515391,116060,2024-01-15,ACH,74.67
515392,116062,2025-05-24,Card,118.71
515393,116063,2024-09-24,ACH,33.72
515394,116064,2024-04-26,ACH,103.94
515395,116065,2025-02-20,ACH,123.62
515396,116066,2025-08-11,ACH,101.05
515397,116068,2024-12-01,ACH,63.06
515398,116069,2024-01-01,Insurance,48.83
515399,116070,2025-05-30,Card,195.66
515400,116071,2025-09-27,ACH,154.63
515401,116072,2025-07-26,Card,41.7
515402,116073,2024-11-14,Insurance,62.85
515403,116075,2024-12-26,Card,147.58
515404,116076,2025-11-18,Card,97.81
515405,116077,2024-03-03,Card,184.92
515406,116078,2024-06-08,Card,73.93
515407,116079,2025-09-09,Insurance,31.26
515408,116080,2025-03-04,Insurance,59.18
515409,116082,2024-01-24,ACH,158.48
515410,116083,2024-10-30,Card,244.96
515411,116084,2025-03-12,Card,140.51
515412,116085,2025-09-07,Insurance,77.6
515413,116087,2024-12-06,Card,48.63
515414,116090,2025-07-27,ACH,119.13
515415,116091,2024-06-08,Insurance,78.69
515416,116092,2025-05-17,ACH,128.85
515417,116093,2025-06-10,ACH,123.93
515418,116094,2024-06-21,Card,64.79
515419,116095,2025-12-15,ACH,142.05
515420,116096,2024-08-09,Insurance,33.8
515421,116097,2025-02-07,Card,349.82
515422,116100,2025-10-23,Card,159.27
515423,116101,2024-10-19,Card,102.5
515424,116102,2024-10-11,Card,55.88
515425,116103,2025-07-04,Card,41.48
515426,116104,2025-12-01,Insurance,26.75
515427,116104,2025-12-01,Card,29.44
515428,116105,2025-11-01,ACH,50.46
515429,116105,2025-10-26,Card,59.22
515430,116106,2025-07-17,Card,139.18
515431,116107,2025-06-02,ACH,119.3
515432,116108,2025-07-21,Insurance,62.81
515433,116109,2025-11-18,ACH,42.54
515434,116111,2025-03-12,Insurance,85.82
515435,116112,2024-01-26,ACH,77.45
515436,116114,2024-10-16,ACH,40.88
515437,116115,2024-08-14,Insurance,90.99
515438,116116,2025-10-17,ACH,99.05
515439,116117,2025-06-03,ACH,85.98
515440,116118,2025-02-20,Insurance,112.45
515441,116119,2025-10-12,ACH,45.77
515442,116121,2025-04-23,ACH,80.8
515443,116123,2024-07-01,Card,166.67
515444,116124,2024-06-01,ACH,23.33
515445,116124,2024-05-20,Insurance,33.95
515446,116125,2025-02-07,Card,95.85
515447,116128,2024-11-20,ACH,37.99
515448,116129,2025-11-21,Card,74.02
515449,116135,2024-10-28,Card,122.98
515450,116136,2025-09-18,ACH,127.4
515451,116138,2024-07-16,Card,119.85
515452,116139,2025-12-23,ACH,137.85
515453,116140,2024-01-22,ACH,102.33
515454,116141,2024-11-11,Card,95.21
515455,116142,2024-05-25,Insurance,56.19
515456,116143,2025-01-27,Card,69.49
515457,116144,2025-12-12,Card,72.76
515458,116144,2025-12-18,Insurance,48.71
515459,116145,2024-06-18,Insurance,78.08
515460,116148,2025-08-12,Card,236.46
515461,116149,2025-12-25,ACH,27.19
515462,116149,2025-12-25,Card,34.97
515463,116150,2024-03-16,Card,85.16
515464,116151,2024-12-24,Insurance,191.37
515465,116152,2025-07-21,Card,39.21
515466,116153,2024-01-13,Card,59.26
515467,116154,2025-08-18,Card,167.99
515468,116154,2025-08-14,ACH,157.94
515469,116155,2024-06-28,Insurance,86.21
515470,116157,2025-12-16,Card,62.07
515471,116158,2025-04-22,Card,88.73
515472,116159,2025-12-30,Insurance,91.54
515473,116160,2025-03-18,Insurance,86.94
515474,116162,2025-05-22,ACH,14.05
515475,116163,2025-03-30,Card,109.14
515476,116165,2024-03-03,ACH,156.2
515477,116166,2025-05-03,Card,79.91
515478,116167,2025-03-03,ACH,95.88
515479,116168,2025-07-24,Card,46.54
515480,116170,2025-02-01,Insurance,132.86
515481,116172,2025-10-15,Card,40.24
515482,116173,2025-11-23,Card,86.36
515483,116173,2025-11-18,Card,78.01
515484,116174,2024-06-03,Card,68.0
515485,116175,2024-05-06,Card,67.89
515486,116175,2024-05-08,Insurance,50.62
515487,116176,2025-02-25,ACH,164.21
515488,116177,2024-12-05,Card,54.87
515489,116180,2024-04-18,Insurance,130.94
515490,116181,2024-09-04,Insurance,28.02
515491,116182,2025-06-25,Card,121.22
515492,116183,2024-02-21,ACH,79.08
515493,116184,2024-03-20,ACH,31.52
515494,116185,2024-07-17,Insurance,173.1
515495,116186,2025-10-01,Insurance,19.1
515496,116186,2025-10-02,Card,21.62
515497,116187,2025-12-28,Card,56.58
515498,116188,2024-11-21,Insurance,108.08
515499,116190,2024-01-09,Card,25.97
515500,116190,2024-01-15,Card,29.52
515501,116192,2024-11-28,ACH,128.72
515502,116193,2024-02-27,Card,21.54
515503,116193,2024-02-26,Card,28.59
515504,116194,2025-09-18,ACH,91.3
515505,116195,2025-01-25,Card,153.34
515506,116196,2024-09-14,ACH,200.91
515507,116197,2024-12-06,Card,72.36
515508,116198,2024-06-15,Card,72.5
515509,116199,2025-11-14,Card,78.96
515510,116200,2025-08-02,Insurance,64.04
515511,116201,2024-05-25,Insurance,114.19
515512,116202,2025-06-23,Insurance,109.2
515513,116203,2024-05-27,Card,93.48
515514,116204,2024-12-02,Card,163.83
515515,116205,2025-07-01,Insurance,69.74
515516,116205,2025-07-01,Card,56.15
515517,116207,2025-06-15,Insurance,123.63
515518,116210,2025-01-02,Insurance,71.61
515519,116210,2025-01-01,Card,71.17
515520,116211,2024-01-21,Insurance,134.02
515521,116213,2024-07-14,Card,82.61
515522,116214,2025-12-03,Insurance,71.11
515523,116215,2025-09-08,Insurance,110.07
515524,116216,2024-05-30,Card,188.77
515525,116217,2025-03-16,ACH,85.77
515526,116218,2024-09-23,Card,107.61
515527,116219,2025-03-18,Card,77.78
515528,116220,2025-02-13,Insurance,149.64
515529,116221,2024-08-07,Card,35.19
515530,116221,2024-08-07,Insurance,27.4
515531,116223,2024-07-10,Card,48.2
515532,116224,2025-10-28,Card,25.36
515533,116225,2025-11-28,Card,21.82
515534,116225,2025-11-27,Card,28.38
515535,116226,2024-05-01,ACH,12.74
515536,116226,2024-05-07,Insurance,13.74
515537,116227,2025-06-18,Card,89.36
515538,116228,2025-11-15,ACH,130.37
515539,116229,2024-04-02,Card,111.27
515540,116231,2025-11-18,Card,69.17
515541,116232,2024-06-26,Card,121.57
515542,116233,2025-03-04,Card,174.92
515543,116234,2025-08-07,Card,109.93
515544,116235,2024-09-01,Card,92.46
515545,116236,2024-06-23,ACH,117.16
515546,116237,2024-11-03,ACH,273.45
515547,116238,2024-09-06,ACH,85.74
515548,116239,2025-06-17,Insurance,28.72
515549,116240,2024-10-03,Card,73.26
515550,116241,2024-10-17,Card,63.78
515551,116242,2025-11-25,Card,33.76
515552,116243,2025-03-02,Card,59.23
515553,116244,2025-11-16,Card,335.97
515554,116245,2025-06-06,Insurance,55.54
515555,116246,2025-10-12,Insurance,84.42
515556,116247,2024-05-28,Card,243.5
515557,116248,2025-11-17,Insurance,112.17
515558,116249,2025-11-24,ACH,71.4
515559,116250,2024-01-30,Card,141.41
515560,116251,2024-09-19,ACH,118.76
515561,116252,2024-11-03,Card,72.86
515562,116253,2024-11-07,Card,98.6
515563,116254,2025-07-24,Card,56.83
515564,116254,2025-08-05,Card,85.15
515565,116255,2025-05-30,ACH,39.45
515566,116256,2024-06-10,Card,66.73
515567,116259,2024-11-17,Card,119.17
515568,116260,2025-11-10,Card,34.74
515569,116260,2025-11-15,Insurance,32.84
515570,116261,2025-04-19,ACH,95.6
515571,116262,2025-11-08,Card,21.48
515572,116263,2025-10-24,ACH,15.36
515573,116263,2025-10-25,ACH,15.1
515574,116264,2024-01-17,ACH,60.24
515575,116266,2024-05-20,Card,65.83
515576,116267,2025-08-25,Insurance,87.39
515577,116268,2025-08-19,ACH,139.8
515578,116269,2024-07-11,Card,176.76
515579,116270,2024-02-19,Card,97.26
515580,116270,2024-02-18,Card,72.62
515581,116271,2024-11-05,ACH,131.23
515582,116272,2024-08-15,Card,94.05
515583,116273,2025-02-13,ACH,107.83
515584,116274,2024-03-01,Insurance,56.42
515585,116275,2024-02-08,Card,107.26
515586,116277,2025-07-18,ACH,22.28
515587,116277,2025-07-22,Card,28.37
515588,116278,2024-08-20,Card,34.81
515589,116280,2024-05-03,Card,82.39
515590,116281,2024-07-26,Card,43.44
515591,116283,2024-07-11,ACH,52.52
515592,116284,2024-09-11,ACH,46.09
515593,116285,2024-07-28,Insurance,35.27
515594,116286,2025-05-13,Card,98.07
515595,116287,2024-09-05,Card,52.93
515596,116287,2024-09-04,Card,35.36
515597,116288,2025-07-18,ACH,66.98
515598,116289,2025-03-21,ACH,105.26
515599,116290,2025-04-13,Card,57.99
515600,116291,2025-03-08,ACH,32.57
515601,116292,2025-11-05,Card,120.7
515602,116293,2024-07-07,Card,16.97
515603,116293,2024-07-19,Card,13.79
515604,116295,2024-06-05,Card,126.52
515605,116296,2024-04-13,Insurance,113.5
515606,116297,2025-08-29,Card,56.32
515607,116298,2025-10-18,Card,64.2
515608,116299,2024-03-11,Card,267.64
515609,116301,2025-01-09,Card,160.4
515610,116302,2024-06-09,Insurance,108.41
515611,116303,2025-01-20,ACH,74.63
515612,116303,2025-01-17,Insurance,74.09
515613,116305,2025-02-25,Insurance,102.93
515614,116306,2025-01-15,Card,43.52
515615,116307,2025-10-21,Card,31.26
515616,116308,2024-06-23,ACH,131.38
515617,116309,2025-04-07,Card,200.46
515618,116310,2024-08-23,Card,66.82
515619,116311,2025-12-15,ACH,26.78
515620,116311,2025-12-31,Insurance,27.19
515621,116312,2024-07-06,Card,56.35
515622,116312,2024-07-07,Card,47.19
515623,116314,2025-04-25,Card,23.55
515624,116315,2024-06-08,Insurance,198.35
515625,116316,2025-07-12,Card,169.12
515626,116318,2024-07-10,Card,58.53
515627,116319,2024-09-15,Card,72.38
515628,116321,2024-10-13,Card,19.05
515629,116321,2024-10-28,Card,26.9
515630,116322,2025-02-26,Card,46.96
515631,116323,2025-02-09,Card,80.55
515632,116324,2024-05-28,ACH,50.67
515633,116325,2024-06-21,Card,177.92
515634,116326,2024-08-18,ACH,89.24
515635,116327,2024-06-12,ACH,47.11
515636,116328,2025-11-04,Card,76.0
515637,116329,2024-10-07,ACH,86.79
515638,116330,2024-10-22,ACH,51.93
515639,116331,2025-05-12,ACH,37.38
515640,116332,2025-07-31,Insurance,47.41
515641,116333,2025-05-18,ACH,97.05
515642,116334,2025-02-10,Card,206.69
515643,116335,2025-12-18,Insurance,65.43
515644,116336,2025-10-25,ACH,114.09
515645,116337,2024-05-31,Insurance,173.14
515646,116337,2024-06-01,Card,124.82
515647,116339,2024-10-16,ACH,18.96
515648,116339,2024-10-14,Insurance,22.13
515649,116340,2025-09-07,Card,122.84
515650,116341,2025-12-12,Card,67.37
515651,116344,2024-06-20,Insurance,127.61
515652,116345,2025-03-13,Insurance,27.99
515653,116346,2024-05-16,Card,48.84
515654,116347,2025-02-01,Card,46.24
515655,116347,2025-01-31,Card,31.32
515656,116348,2024-05-23,ACH,42.47
515657,116349,2024-02-29,Card,87.88
515658,116350,2025-12-09,Card,22.24
515659,116350,2025-12-14,Insurance,27.49
515660,116351,2025-10-18,Card,122.41
515661,116352,2025-05-20,Insurance,224.92
515662,116352,2025-05-21,Card,174.83
515663,116353,2025-04-06,Card,38.53
515664,116355,2025-02-25,Card,55.79
515665,116355,2025-02-25,Card,62.4
515666,116356,2025-07-06,ACH,121.23
515667,116357,2025-01-29,Card,73.88
515668,116358,2024-07-31,Card,110.11
515669,116359,2024-10-16,Card,67.72
515670,116360,2025-09-07,Insurance,127.38
515671,116361,2024-07-10,Card,158.14
515672,116362,2025-12-03,Card,177.63
515673,116363,2025-07-20,ACH,75.98
515674,116364,2025-10-17,Card,102.51
515675,116365,2025-01-09,Card,49.65
515676,116365,2025-01-17,Card,36.9
515677,116366,2024-06-13,Card,63.55
515678,116366,2024-06-18,ACH,79.93
515679,116367,2024-01-25,ACH,25.62
515680,116367,2024-01-31,ACH,17.16
515681,116368,2025-01-26,Card,105.47
515682,116369,2024-10-20,ACH,71.22
515683,116369,2024-10-18,Insurance,57.55
515684,116371,2025-11-11,Card,87.52
515685,116372,2025-12-11,Insurance,100.4
515686,116373,2024-09-30,ACH,35.05
515687,116373,2024-10-05,Card,26.39
515688,116374,2025-05-08,Card,89.68
515689,116375,2024-10-29,Card,33.95
515690,116376,2024-12-29,Insurance,78.78
515691,116378,2024-11-06,Card,63.88
515692,116381,2025-05-05,Card,102.65
515693,116382,2025-12-22,ACH,44.0
515694,116383,2025-09-14,ACH,112.38
515695,116384,2024-02-04,Card,165.55
515696,116385,2024-03-28,Card,95.41
515697,116386,2025-04-19,ACH,70.27
515698,116387,2025-11-09,Card,25.05
515699,116387,2025-11-10,Card,18.94
515700,116388,2025-09-11,Card,109.9
515701,116388,2025-09-13,Card,79.4
515702,116390,2024-05-02,Card,27.05
515703,116390,2024-04-22,Insurance,40.53
515704,116391,2025-01-16,Card,40.16
515705,116392,2025-06-30,Card,40.94
515706,116392,2025-06-20,ACH,53.94
515707,116393,2025-04-06,Card,143.63
515708,116394,2025-07-25,ACH,45.58
515709,116394,2025-07-28,Insurance,33.46
515710,116395,2024-06-04,ACH,40.48
515711,116396,2024-12-02,Card,32.89
515712,116397,2024-11-26,Card,56.7
515713,116398,2025-11-24,Card,56.2
515714,116399,2024-05-30,Insurance,16.03
515715,116399,2024-06-11,Card,18.81
515716,116400,2024-08-31,Card,66.29
515717,116400,2024-09-01,Card,57.24
515718,116402,2024-04-26,ACH,58.9
515719,116403,2025-12-18,Card,249.5
515720,116405,2024-07-14,ACH,84.71
515721,116406,2025-06-03,Card,82.82
515722,116406,2025-06-03,ACH,90.32
515723,116407,2025-03-22,Card,88.17
515724,116408,2025-10-29,Card,113.48
515725,116409,2024-08-10,Insurance,31.01
515726,116409,2024-08-12,Insurance,30.1
515727,116410,2025-12-31,Card,60.57
515728,116411,2024-09-29,Card,49.11
515729,116412,2025-06-11,ACH,84.04
515730,116413,2024-10-23,Card,73.7
515731,116414,2025-05-11,ACH,225.13
515732,116417,2025-04-16,Insurance,149.39
515733,116418,2024-07-30,Insurance,42.19
515734,116419,2025-12-08,Card,61.98
515735,116420,2025-06-07,ACH,36.14
515736,116420,2025-06-06,Card,51.15
515737,116421,2024-11-10,ACH,12.99
515738,116421,2024-11-19,Card,17.55
515739,116422,2024-04-09,ACH,53.85
515740,116423,2025-12-17,Card,72.15
515741,116424,2025-07-07,ACH,36.41
515742,116424,2025-07-07,Card,47.02
515743,116425,2025-05-04,Card,86.31
515744,116426,2025-09-06,ACH,91.25
515745,116427,2025-03-20,Card,81.26
515746,116428,2024-06-22,Card,55.09
515747,116429,2024-06-28,Card,22.08
515748,116429,2024-06-23,Card,23.28
515749,116430,2024-02-28,ACH,149.04
515750,116431,2024-02-17,Card,61.68
515751,116432,2025-06-18,Card,156.0
515752,116433,2025-09-15,Card,45.08
515753,116433,2025-09-17,Card,33.89
515754,116435,2025-02-27,Card,95.71
515755,116436,2024-04-04,Card,77.76
515756,116437,2024-11-03,ACH,73.93
515757,116437,2024-10-29,Card,49.57
515758,116438,2025-08-06,Card,35.84
515759,116438,2025-08-05,Card,44.45
515760,116441,2024-08-20,ACH,52.08
515761,116441,2024-08-20,Card,64.81
515762,116442,2025-11-30,Insurance,202.35
515763,116443,2025-07-26,Insurance,52.75
515764,116444,2024-09-06,ACH,64.22
515765,116444,2024-09-07,ACH,47.07
515766,116446,2024-03-22,Card,89.93
515767,116447,2025-11-06,Card,65.35
515768,116448,2024-06-01,Card,70.81
515769,116450,2024-11-02,ACH,80.66
515770,116451,2024-04-13,ACH,99.27
515771,116452,2025-08-12,Card,65.99
515772,116453,2025-05-30,ACH,99.81
515773,116453,2025-05-27,Card,82.79
515774,116454,2024-05-06,Card,38.16
515775,116454,2024-04-24,Card,55.96
515776,116455,2024-05-05,Insurance,59.01
515777,116456,2024-01-17,Card,84.76
515778,116457,2025-11-27,Card,258.9
515779,116458,2024-11-14,Card,80.11
515780,116459,2025-05-06,Card,91.47
515781,116460,2024-05-05,ACH,65.3
515782,116461,2024-06-21,Card,109.51
515783,116464,2025-03-26,Insurance,66.99
515784,116465,2025-11-08,ACH,53.03
515785,116467,2025-03-24,ACH,49.06
515786,116468,2025-11-02,Card,21.82
515787,116468,2025-10-31,ACH,17.43
515788,116469,2025-11-03,ACH,51.28
515789,116470,2024-01-12,Card,81.24
515790,116471,2024-03-27,Card,72.77
515791,116472,2025-12-22,Insurance,64.83
515792,116473,2025-11-23,ACH,200.23
515793,116474,2024-08-29,Card,74.57
515794,116475,2025-01-20,Card,78.58
515795,116475,2025-01-15,Card,54.63
515796,116477,2025-05-07,Card,115.3
515797,116479,2024-09-29,Card,104.12
515798,116480,2025-10-14,Card,87.78
515799,116481,2024-02-23,Card,52.84
515800,116482,2024-01-27,Card,101.06
515801,116483,2025-12-04,ACH,54.38
515802,116483,2025-12-05,Card,41.74
515803,116484,2024-05-21,Card,161.29
515804,116485,2025-12-31,Card,27.11
515805,116485,2026-01-01,Card,26.16
515806,116486,2024-07-30,Card,151.14
515807,116487,2024-09-26,Insurance,108.28
515808,116488,2024-01-26,Card,103.19
515809,116489,2025-11-21,Insurance,77.92
515810,116491,2024-05-17,Card,59.99
515811,116492,2024-12-22,Card,48.0
515812,116493,2024-05-05,Card,86.4
515813,116494,2025-08-02,ACH,43.17
515814,116496,2025-01-03,Card,241.34
515815,116497,2024-10-18,ACH,34.86
515816,116497,2024-10-17,Card,28.48
515817,116498,2024-02-02,Card,121.15
515818,116499,2024-02-13,Insurance,134.35
515819,116500,2025-01-15,Card,103.35
515820,116503,2024-04-11,ACH,50.33
515821,116503,2024-04-13,Card,40.45
515822,116504,2025-08-12,Insurance,61.01
515823,116505,2025-06-23,Card,60.67
515824,116505,2025-06-23,ACH,56.53
515825,116506,2025-03-24,ACH,31.59
515826,116506,2025-03-20,ACH,45.84
515827,116507,2025-09-06,Card,121.76
515828,116508,2024-02-22,Insurance,105.63
515829,116509,2025-05-20,ACH,79.47
515830,116510,2025-07-09,Card,80.17
515831,116511,2024-05-29,Card,127.28
515832,116512,2025-02-08,ACH,37.78
515833,116512,2025-02-01,Card,27.21
515834,116513,2025-07-17,Insurance,17.2
515835,116513,2025-07-15,Card,14.16
515836,116514,2025-03-22,Card,67.01
515837,116515,2024-07-05,Card,45.58
515838,116515,2024-07-04,ACH,59.91
515839,116516,2025-05-03,Card,30.54
515840,116516,2025-05-01,Card,30.25
515841,116517,2025-07-15,Card,24.7
515842,116517,2025-07-11,Card,22.79
515843,116519,2025-02-23,Card,114.12
515844,116520,2025-01-03,Insurance,84.58
515845,116520,2025-01-11,ACH,122.36
515846,116521,2024-09-27,Card,40.59
515847,116522,2024-02-05,Card,142.63
515848,116523,2024-03-13,Insurance,139.56
515849,116524,2025-07-06,Card,69.79
515850,116526,2024-11-06,Card,125.14
515851,116527,2025-11-25,Card,87.98
515852,116528,2025-11-12,ACH,101.43
515853,116529,2025-05-17,Card,16.44
515854,116529,2025-05-09,ACH,18.16
515855,116530,2025-03-04,ACH,107.6
515856,116531,2025-12-08,Card,67.11
